gene_id,24C,24N,27C,27N,29C,29N,30C,30N,31C,31N,32C,32N,33C,33N,34C,34N,35c,35N,36C,36N,37C,37N,38C,38N,39C,39N,41C,41N,42C,42N,43C,43N,46C,46N,47C,47N,49C,49N,50C,50N,51C,51N,53C,53N
ENSG00000000003,9896,6279,5653,4198,4264,7829,4846,6312,16118,3558,6336,8094,5395,6596,9108,5756,8792,4015,13686,6034,14557,5553,9454,5137,6273,3888,7579,5500,8071,2930,5854,6528,13105,5678,16127,5299,12874,5021,7507,1871,2408,3605,12526,2766
ENSG00000000005,32,49,40,43,1,22,6,117,77,13,67,62,7,32,9,31,79,35,490,42,373,21,159,76,21,8,103,25,64,17,26,43,65,27,31,458,60,90,12,618,3,72,164,8
ENSG00000000419,5129,2406,3549,2052,2396,3535,2875,1875,7038,1798,5209,2458,2562,1911,3112,1636,3174,1965,6346,1375,22661,1754,7206,1759,4295,1512,7784,1598,4008,1827,2756,1466,4216,1910,14500,1997,14684,1752,2948,1266,2015,1810,8734,1271
ENSG00000000457,929,1288,522,649,946,787,695,1195,778,889,660,1218,784,668,1379,1104,586,652,512,732,948,776,494,865,650,412,932,968,787,642,871,689,1373,937,541,1025,1083,840,599,381,837,895,1159,664
ENSG00000000460,952,315,191,182,409,162,545,193,391,177,712,143,252,81,775,136,640,194,377,119,1243,256,384,118,610,70,1031,134,606,73,168,96,706,125,632,89,1232,179,600,44,555,109,1009,140
ENSG00000000938,305,255,257,176,418,87,332,126,528,288,236,185,1126,287,91,155,57,222,131,89,151,121,250,95,111,262,336,216,207,94,35,220,261,219,414,1761,1054,212,53,7810,618,300,158,86
ENSG00000000971,4702,4027,2058,4085,1975,1288,1268,1766,1978,4551,1756,2362,3652,1760,744,1984,941,6122,734,3659,694,3065,306,2836,609,2962,2233,3739,1560,1634,447,3967,1786,6537,541,2063,2892,4165,310,2845,2616,2701,1191,2035
ENSG00000001036,5206,2760,3035,2526,2640,2574,1940,2352,3652,1893,3497,3040,3021,3203,3654,2288,2768,2354,2385,1722,3216,1923,3084,2749,2662,1766,4509,2404,3289,1932,2365,1915,4824,2320,4523,3241,4394,2366,3291,1758,3612,2925,3596,1605
ENSG00000001084,2857,2295,1548,1608,2473,853,1502,2550,2233,2107,2725,2431,1700,2539,2834,1476,2324,1862,3156,1391,2460,1193,922,2259,1618,1212,3011,2859,2158,1931,1932,1509,3144,1717,3107,3148,3397,2916,2075,1484,2739,2680,2597,1020
ENSG00000001167,2996,1673,1073,1215,1581,934,1039,1242,2590,1037,1578,1213,1309,982,2117,973,1450,1057,1555,730,1565,1009,950,1083,1430,624,2132,1130,2119,1023,1550,768,2719,1287,2553,1238,3204,1136,1507,1294,1530,1066,1786,780
ENSG00000001460,277,957,456,1018,461,760,172,1183,278,585,295,1079,600,1075,422,934,142,480,194,646,546,556,261,1217,217,279,493,788,138,913,115,269,534,625,289,1104,276,736,131,275,596,1258,212,545
ENSG00000001461,1324,2418,1463,1417,2219,1506,1118,2786,1343,2392,964,2400,1645,1699,2215,1912,612,1599,677,1370,1155,1645,798,2249,1178,680,1524,2022,676,1192,1202,1266,1803,1769,1246,2089,1206,1642,887,787,1974,2381,1191,1564
ENSG00000001497,3505,1228,2156,1073,2101,959,2597,961,2640,1298,1921,1081,1181,684,2800,524,3943,1570,3045,756,5499,1060,1255,847,3018,584,2898,935,2023,530,1510,840,3998,1423,8993,831,5212,1160,2692,930,2038,989,5020,450
ENSG00000001561,2498,2969,1619,2330,1444,2213,1627,2711,2282,2166,2472,3687,3047,2398,3414,2137,1506,1993,2493,1815,1614,2551,860,2199,2275,1417,3607,2618,3141,3206,2948,2109,2828,3291,2246,3859,2605,2071,1269,1021,1961,2706,2396,2492
ENSG00000001617,1225,486,614,278,2082,209,504,174,3677,446,1865,355,521,670,1456,286,819,392,430,390,287,340,221,208,277,388,536,376,1332,238,1324,422,2214,678,1232,602,603,195,344,1114,784,249,661,271
ENSG00000001626,7799,13226,11934,14828,6985,8071,17071,17026,8494,11676,6994,8144,9222,7950,8726,7710,20224,7962,17362,8764,18221,13082,7013,8361,12249,5221,23306,6458,11985,5231,11061,7002,13844,9870,20144,2562,6249,11356,9525,323,5685,8226,32700,9169
ENSG00000001629,3378,2413,1841,1945,2898,1553,2339,2429,3010,2267,2330,2468,2047,1475,3909,1743,2353,1629,2987,1535,2732,1578,1549,2009,2339,887,4013,1980,2276,1666,2673,1713,3924,2312,3451,1840,2810,1931,2203,965,2110,2085,3866,1327
ENSG00000001630,261,344,201,363,228,147,209,262,140,233,321,342,201,323,481,541,171,167,224,105,199,234,164,335,265,297,378,208,289,267,194,287,378,123,343,145,199,121,207,64,410,137,623,293
ENSG00000001631,378,297,253,220,466,166,340,244,846,267,266,352,265,178,476,204,226,275,513,217,357,229,189,188,348,129,622,282,395,179,323,173,573,354,450,261,404,281,338,263,317,227,501,172
ENSG00000002016,420,780,237,249,538,382,206,673,803,461,311,526,314,296,521,595,281,469,221,315,605,514,191,476,282,174,549,516,343,347,318,266,866,537,337,359,767,919,310,233,354,651,345,311
ENSG00000002079,8,4,7,1,15,6,7,1,1,0,5,3,13,10,16,5,6,5,8,4,1,3,6,0,5,2,12,1,8,3,21,0,18,6,13,2,3,0,11,0,7,0,16,1
ENSG00000002330,439,1066,855,847,311,2273,395,745,435,1162,432,1128,512,714,685,987,600,1123,363,724,610,619,1354,828,394,701,597,855,395,336,607,656,547,1262,546,1576,708,604,424,590,676,1004,762,811
ENSG00000002549,4457,13284,4060,5075,5530,5196,12818,6053,3191,3937,4613,4742,4065,3048,4557,10381,3683,4942,2743,2987,6435,3248,3267,4836,3499,2292,7893,6419,3763,1452,3384,3240,4683,3230,4043,8247,8761,7092,2198,5364,6079,7689,7802,4437
ENSG00000002586,7140,6406,4285,5144,5774,4905,2199,3384,5622,6288,7366,4580,4985,6273,4313,3793,5985,5909,3231,3921,1447,3349,4760,5615,2891,4037,2420,4368,3802,1427,3519,4654,5943,6475,12714,9299,7030,5940,6050,10472,5146,5528,6629,2455
ENSG00000002587,200,284,228,245,506,159,285,224,342,160,391,182,250,391,384,264,229,145,107,209,187,117,392,306,304,197,492,170,365,189,277,188,523,223,576,330,383,131,218,146,357,153,621,168
ENSG00000002726,4761,32599,13068,21167,6616,24160,2972,33327,3179,19519,7080,41567,24527,54331,10896,40171,2118,13308,6910,25785,2246,24087,1850,26006,3427,23255,7618,36222,4721,23119,9961,15943,11650,32534,7298,49617,2904,18987,5055,9191,10627,46154,7521,20638
ENSG00000002745,0,9,8,8,2,0,2,2,5,12,111,5,3,9,1,3,12,46,7,2,55,6,1,1,5,2,12,9,12,9,2,7,24,15,8,3,14,7,5,3,2,6,5,1
ENSG00000002746,81,11,13,3,11,4,2,10,8,10,11,5,11,11,10,10,17,14,3,8,17,5,5,12,0,2,5,12,14,17,1,2,16,8,13,4,26,8,6,11,15,10,34,6
ENSG00000002822,6,9,5,3,15,8,8,4,20,9,10,3,2,4,15,4,1,8,1,6,1,9,3,5,2,9,2,4,2,1,4,4,3,10,14,7,22,7,8,18,23,0,6,1
ENSG00000002834,13377,22025,12117,15655,11480,9661,7727,22985,11276,12095,12256,21378,14473,23470,17399,24145,8632,9525,6433,12123,9477,12405,5417,21749,4836,9518,14780,18295,7515,21462,10137,9923,19183,11142,12904,31769,11627,13052,8118,9805,13159,21675,14821,14221
ENSG00000002919,763,1162,584,699,675,1155,483,1023,645,793,672,1085,782,856,1087,942,645,842,497,579,1220,738,819,1208,466,489,929,997,706,745,588,656,869,814,709,1453,1285,852,385,881,837,999,799,504
ENSG00000002933,8079,5933,8820,5470,7239,8188,6648,5829,4208,3432,7536,7414,3528,5250,3623,4370,3165,5199,3445,3784,1403,3507,5028,6654,2961,2648,10268,4317,7287,2697,1533,2873,7255,4711,8718,9038,7810,6514,5291,2955,2286,5766,10256,3781
ENSG00000003056,4027,3128,3134,3242,3500,3638,3736,2836,3224,2489,3691,3156,3082,1920,3812,1527,4100,2566,2836,1659,4689,2421,3071,2189,5219,1523,8139,2127,3473,1423,3775,2438,3956,3058,3541,1613,6018,2739,2848,1281,3223,1948,5206,1575
ENSG00000003096,836,382,849,270,573,315,57,288,26,484,89,281,232,122,252,413,206,461,11,224,48,361,227,315,14,168,55,248,2371,212,760,279,19,595,34,251,619,211,457,167,38,394,64,180
ENSG00000003137,44,29,155,128,88,1,48,40,21,121,202,34,224,133,39,120,20,75,4,86,6,20,12,118,26,124,15,41,52,16,27,21,139,141,16,306,18,77,6,583,51,147,48,54
ENSG00000003147,3222,2446,1829,1723,3224,1674,1692,1713,4165,1049,3106,2851,2981,2205,4069,1589,1910,1318,1312,607,3196,1164,5368,1674,3696,1089,7440,1938,2574,2030,5080,1519,4069,1470,4221,1350,2987,2035,2350,1073,2438,1273,2908,1127
ENSG00000003249,780,39,231,55,537,169,733,42,500,107,848,413,277,332,272,48,473,76,196,296,157,70,165,125,157,33,362,66,237,86,333,75,737,170,2526,159,460,49,541,91,143,212,549,48
ENSG00000003393,1234,849,661,665,1827,482,1303,605,1050,815,989,855,912,552,1779,654,1016,772,505,440,1197,635,418,462,1868,472,1701,653,1005,642,1406,619,1340,1086,2483,551,2212,671,1120,461,1406,709,1374,494
ENSG00000003400,1072,6631,1750,3053,3433,1905,2544,3871,1959,1824,1458,3745,6897,8691,1780,6819,573,1945,1478,2398,1042,2802,729,5028,1410,1082,2013,3641,1683,2315,927,1110,1523,2287,1112,7600,850,2007,572,1418,3345,4262,1835,3471
ENSG00000003402,3876,7964,3159,4803,7272,1883,4273,6470,5231,4174,3481,7391,6392,8180,3883,7787,1883,4152,2222,4373,3050,3629,1726,5075,2092,6394,4164,7102,4237,5862,4118,5036,5816,5271,4075,9363,4540,5043,2594,8220,4949,6835,4092,4613
ENSG00000003436,1025,679,554,702,689,375,578,390,734,1267,871,549,1015,692,372,320,563,1256,283,860,498,548,575,794,646,950,641,892,596,485,96,1068,2079,1345,276,1831,1538,1292,492,3274,1411,788,667,333
ENSG00000003509,946,545,656,455,757,485,427,472,966,623,996,591,479,312,716,340,618,675,790,351,1852,441,661,391,933,369,1231,493,779,367,489,415,1284,626,1546,431,1604,708,640,383,521,478,914,240
ENSG00000003756,2586,4106,2064,2202,5733,1836,1518,2352,5516,2935,2193,2625,2426,1758,4380,2497,2092,3764,1558,1647,2781,2519,977,2117,2436,1625,4129,2900,3348,1960,2615,2103,5169,4228,4248,2899,2955,4327,1801,3000,2350,3289,2211,2205
ENSG00000003987,38,86,25,54,33,50,31,52,157,75,63,55,68,48,48,71,39,74,54,35,78,44,7,59,31,44,27,80,55,46,28,61,113,76,93,100,80,33,50,48,46,88,112,56
ENSG00000003989,138,233,95,82,158,93,5,37,196,151,190,346,330,125,61,159,38,311,1,407,6,263,19,71,80,277,70,190,814,67,447,491,735,795,125,543,119,226,6,1767,181,176,12,209
ENSG00000004059,4101,3598,2783,3069,3282,4022,2559,2819,5151,3199,3094,3731,3278,3843,4176,2849,3095,3092,3979,2186,3273,2189,4385,3213,2656,2500,4564,2806,2748,2583,2542,2272,5004,2832,5374,3603,3999,2827,3237,2216,2760,3606,4381,1861
ENSG00000004139,102,118,92,94,182,43,120,93,225,156,154,104,77,49,174,113,109,132,83,74,122,67,83,113,78,41,74,126,117,41,234,132,490,183,254,95,86,212,101,99,151,158,182,88
ENSG00000004142,4267,3078,2994,3246,2949,3583,2923,3219,4188,3199,4159,3566,2961,3428,4421,2101,3743,2794,2620,1938,4326,2216,4375,3377,2648,2236,2536,2670,3021,2859,3232,2505,7230,2579,5356,3324,5675,3362,3092,1728,3682,3386,4817,1619
ENSG00000004399,1295,837,935,833,3598,255,2314,571,2712,1096,1231,470,1351,841,2863,684,594,1075,388,691,318,439,240,997,288,406,581,929,497,487,1317,652,1441,1203,996,2650,697,717,433,4533,2707,1451,743,423
ENSG00000004455,5818,7291,6500,6756,6596,7920,5649,7610,5682,6346,7842,6456,7312,5590,7842,4356,5725,6020,4670,4013,14924,5480,7463,7109,6595,3576,11530,4877,4260,4292,5073,3852,7439,5158,9505,5225,6724,7725,3741,2996,5856,6463,10004,3718
ENSG00000004468,49,1074,390,576,1135,397,1067,224,662,481,148,105,329,326,227,144,44,282,731,316,182,312,380,331,159,79,489,493,132,249,9,286,99,335,11,171,350,582,53,177,1913,824,299,246
ENSG00000004478,4590,4108,4420,4331,4327,3107,5127,3406,6193,3032,5922,5052,3812,3650,6165,2823,4070,4034,2800,2389,6701,3357,2845,3341,5649,2203,14111,2831,2773,1834,8534,2775,14240,3396,10320,3559,6283,3550,5260,1995,4910,3468,8629,1520
ENSG00000004487,5000,2412,3316,2156,5263,2136,3591,1839,5367,2830,3625,2413,2608,1548,5598,1217,2772,2416,2531,1569,5512,1682,2215,1648,3883,1325,5431,1850,2488,1203,1852,2163,6225,2493,5666,1238,4712,2699,4065,1122,3695,2286,3151,1124
ENSG00000004534,4232,3470,2737,2059,4673,1272,1542,1933,10535,2806,3042,2178,2525,2299,4051,2401,2909,3315,3406,1773,4289,2135,1253,1660,3197,1808,4857,2873,3923,1218,2636,2184,8721,3939,8250,3021,8367,4576,3961,4095,2734,3544,2899,1554
ENSG00000004660,349,136,389,155,419,71,196,117,940,206,332,140,236,190,453,110,298,228,765,108,389,118,257,150,708,163,368,228,466,73,632,215,1010,251,863,308,428,163,633,487,265,247,419,103
ENSG00000004700,1868,1055,652,801,913,509,1071,818,999,917,1363,749,983,527,935,534,1248,1004,722,520,1432,647,364,668,832,360,2342,800,1506,500,673,669,1052,882,1140,553,2133,685,624,372,1064,610,1414,368
ENSG00000004766,1996,2048,1062,1349,1952,1807,1295,1687,2273,1826,1411,2084,1744,1150,3108,1477,1273,1711,2658,1186,2736,1906,1167,1469,1712,620,2835,1450,1587,1231,1210,1013,1724,2030,1404,1385,1678,1404,1090,479,1396,1612,2924,1106
ENSG00000004776,84,73,173,119,24,7,24,44,64,2174,42,530,98,216,16,985,7,2446,2,147,8,52,2,152,0,825,17,483,18,35,0,562,12,1353,39,3663,27,163,50,4235,3,874,66,48
ENSG00000004777,218,167,175,103,538,3,105,14,823,180,217,74,71,48,258,98,170,211,83,105,225,161,77,80,69,93,290,159,345,23,107,93,581,254,552,101,321,274,542,136,284,273,173,67
ENSG00000004779,2533,3145,3016,3301,2650,6807,2256,2836,4001,3112,3402,3249,3368,3046,3476,2008,2393,3672,2284,1718,8398,3004,7332,2552,2772,2254,4875,2345,2560,2074,1842,2101,3751,2445,3374,3328,5902,3372,1948,1403,2349,3264,4233,1594
ENSG00000004799,599,5416,2056,5280,1384,1161,887,11470,1230,4533,1569,13245,5941,9688,726,3331,686,15237,493,1916,782,3317,557,4822,1248,15324,2372,20081,892,8935,3592,14052,934,9138,1111,28769,1501,10814,883,13204,2342,16720,987,1665
ENSG00000004809,16,8,4,1,0,2,2,17,10,2,3,6,0,0,1,2,0,3,0,17,2,2,0,5,0,0,0,1,3,0,0,0,0,1,0,12,3,1,1,10,4,3,1,11
ENSG00000004838,0,2,7,2,12,3,1,1,4,6,11,1,3,3,48,1,1,5,1,0,6,5,8,1,1,4,9,6,37,3,12,3,4,2,6,2,5,3,0,4,4,11,3,2
ENSG00000004846,2,8,11,14,1,0,0,13,4,24,0,7,5,2,2,12,0,47,0,25,0,1,0,90,1,20,1,14,1,3,0,9,0,41,1,87,0,74,0,241,0,81,2,1
ENSG00000004848,0,47,4,5,261,34,0,2,4,12,0,3,17,18,56,35,0,10,5,21,0,13,1,5,1,22,7,3,1,3,103,11,2,43,0,7,2,3,14,0,44,17,2,26
ENSG00000004864,2310,2830,1960,2617,1740,1564,1689,2297,2884,1839,2602,2910,2772,2529,2803,1630,1379,1601,3308,1289,2001,2194,1577,2986,2114,2060,3910,2488,1995,2663,1508,1951,2873,1612,2409,2195,1873,2457,1657,839,1566,2835,2922,1462
ENSG00000004866,907,569,772,429,1097,638,679,389,1128,504,813,490,746,456,1089,335,767,614,988,318,1192,410,983,351,912,387,1377,395,901,479,828,441,1076,542,1553,515,1158,541,594,603,713,543,1518,272
ENSG00000004897,3862,2664,1907,1679,2563,1434,2543,1761,2798,2035,3181,2135,2768,1681,3881,1958,2497,1860,1957,1176,4769,1687,1746,1672,2093,1043,3810,1738,3261,2018,2167,1380,3932,2116,2736,2287,4404,1873,1550,2145,3215,2210,3281,1276
ENSG00000004939,1,5,1,0,2,0,1,1,5,3,3,11,5,14,0,2,3,6,2,2,1,0,2,0,1,1,2,0,7,2,2,2,1,0,2,61,8,13,1,400,1,1,3,1
ENSG00000004948,2,4,1,1,12,5,3,11,0,6,3,10,0,0,25,1,4,5,1,3,1,3,9,6,0,1,8,3,34,1,0,3,14,22,0,1,0,9,5,2,2,4,2,4
ENSG00000004961,1862,2176,2043,1640,1297,2311,1667,2401,1518,1727,1265,2366,1857,2007,1750,1584,2292,1479,2251,1560,3600,1371,1655,2042,1886,1026,1934,1779,1185,1167,1184,1001,1974,1560,4636,2487,2745,1733,1375,710,1230,1892,3437,1095
ENSG00000004975,969,774,557,584,1004,394,446,554,1287,854,690,760,431,407,1442,503,989,782,664,582,554,495,570,614,553,420,647,691,936,317,935,517,1286,921,1798,736,830,759,776,569,811,781,693,436
ENSG00000005001,346,51,142,6,1171,176,793,3,739,13,412,26,622,1276,1931,59,113,5,229,31,381,83,590,25,1022,204,1186,20,441,267,554,62,237,42,1795,110,466,13,364,14,653,52,428,98
ENSG00000005007,5121,4398,4122,3279,5588,839,2885,4268,5931,3298,5433,5943,2856,4725,5283,4756,3661,3111,2559,3236,2394,2291,975,4577,2081,2575,3481,3905,3075,2995,4343,3012,7989,4226,7518,6192,3624,2966,3842,3382,3338,3850,5248,2823
ENSG00000005020,3487,4181,2064,3160,3249,1749,1290,4518,1666,3057,2350,3824,2822,2481,2633,2630,1045,2292,1685,2309,2688,2644,1251,3215,2469,1814,3914,3192,1054,2416,632,2476,1736,2859,2740,3115,1642,3321,1547,1970,3064,3749,2007,1629
ENSG00000005022,18962,40262,29814,30247,15630,59600,18212,43723,20907,28572,20582,44271,31971,37745,25131,26907,29142,24795,24117,17862,42567,29900,40266,39873,45263,19034,24218,28912,13349,29400,12623,17474,27442,17466,50526,46827,42724,34587,21754,9456,19528,35519,36392,19304
ENSG00000005059,702,809,301,318,851,508,584,306,603,512,782,282,471,322,658,195,361,463,458,236,1143,363,1947,388,293,199,377,457,454,166,370,350,507,362,787,670,1357,528,126,972,812,626,837,195
ENSG00000005073,881,72,257,138,686,43,492,107,443,307,958,116,139,86,441,131,478,339,398,72,610,37,252,165,212,38,334,114,200,53,292,96,261,177,833,239,503,123,490,86,258,253,928,26
ENSG00000005075,1598,1394,1159,1037,1016,3196,1046,1263,2497,1153,1249,1584,1351,1413,1538,1107,1102,1291,1699,883,2367,1036,4275,1316,1594,826,2785,1261,1329,973,822,893,2157,1102,2143,1692,2205,1079,1078,884,1022,1318,2175,843
ENSG00000005100,1473,588,717,551,1394,166,782,435,1597,656,1264,582,636,518,1460,443,1555,538,1067,304,986,322,371,466,985,511,768,505,1373,335,1148,539,1807,573,2617,536,1156,560,1124,767,1231,590,1391,337
ENSG00000005102,33,61,27,83,84,39,66,9,117,181,145,52,179,72,27,49,15,135,28,42,22,54,12,24,25,44,53,52,61,13,2,61,75,143,2,114,101,36,3,537,55,81,34,9
ENSG00000005108,105,39,32,53,89,17,68,15,124,122,26,63,33,13,22,23,12,139,10,76,3,59,7,25,5,32,38,66,55,21,1,101,26,148,19,129,75,85,7,267,58,94,24,26
ENSG00000005156,1788,831,658,663,1535,556,1010,586,1263,649,1577,931,885,656,1657,534,1184,753,705,481,1277,611,540,471,867,428,1745,553,1111,752,1205,676,3583,871,1477,419,1977,836,1109,270,1478,692,1633,525
ENSG00000005175,2190,1230,1515,870,1710,993,1419,939,2277,1108,2180,1013,1183,549,2530,630,1689,1261,1547,769,2920,863,1070,775,2921,536,3285,743,1878,730,1465,945,2447,1193,2039,606,3293,1113,1596,435,1468,830,2502,553
ENSG00000005187,221,1376,589,1215,836,2429,349,1465,1535,1747,926,1607,1120,912,1353,619,482,866,732,789,445,1342,957,1152,506,757,386,549,849,520,2192,926,1149,932,251,471,790,1562,254,48,778,890,1433,825
ENSG00000005189,318,265,89,102,327,123,211,113,393,209,277,124,175,39,315,75,177,169,147,109,375,163,176,89,107,81,288,100,200,41,146,102,264,114,264,86,426,180,137,75,361,138,353,83
ENSG00000005194,2300,1358,1387,1139,1867,2071,1300,1264,1627,1261,1921,1456,1745,1492,2097,811,1336,1309,1000,668,2979,1074,1975,1154,1662,1216,2863,1089,1916,1175,1206,1325,1860,1170,2770,1202,2674,1442,1184,631,1646,1245,1678,700
ENSG00000005206,1894,2126,1582,1037,2474,446,509,1207,4911,1568,1273,1695,953,1139,1920,2100,1203,1820,801,1304,1291,1079,523,1228,1100,1190,1765,1746,2396,913,1072,1119,5223,2206,1809,2031,2045,2254,1272,1160,1199,2251,1117,1314
ENSG00000005238,807,1842,1646,2485,901,1439,324,1397,1189,1167,994,2204,2470,5109,1778,1205,631,975,514,922,584,866,352,1913,418,2498,1070,1429,509,2256,921,1045,781,1151,769,2328,1603,1513,258,1335,1397,2290,702,1361
ENSG00000005243,264,68,141,74,126,145,27,69,238,402,77,153,218,152,198,198,56,488,33,118,90,60,101,117,23,284,80,196,74,78,79,174,74,285,105,773,133,178,13,1016,111,273,67,84
ENSG00000005249,184,1294,587,882,774,523,278,522,152,934,596,1033,1341,1070,376,604,244,1692,230,688,255,895,281,907,230,1147,514,1018,517,1391,56,1158,353,1183,24,7650,760,1080,123,6864,658,1189,199,430
ENSG00000005302,1742,1492,1070,723,1928,1214,1033,1008,2145,1028,1297,1095,1312,697,1814,998,2197,1063,1878,604,3422,979,1429,752,1800,438,1947,1179,1680,580,1001,763,1920,1245,3722,1130,3513,1382,1318,1329,1737,1118,2517,709
ENSG00000005339,3063,3170,2082,2313,3916,412,1722,3398,3995,2531,2849,4259,1577,2652,2726,3622,1899,2095,1376,2383,1142,1303,529,2701,629,1539,1817,2977,2019,1989,2468,1689,3898,3363,3482,3419,1806,1816,1922,2646,2222,2698,2408,1862
ENSG00000005379,611,251,127,183,436,55,133,133,486,330,2391,170,169,131,85,282,215,503,257,253,130,157,126,165,482,149,207,339,305,63,282,306,14968,556,104,174,255,349,99,270,226,401,153,106
ENSG00000005381,24,0,2,1,7,0,1,1,1,8,5,0,1,6,5,1,9,2,5,3,0,2,1,7,1,13,6,1,8,1,0,2,56,5,9,8,3,3,1,19,64,10,3,1
ENSG00000005421,5,4,41,13,224,3,0,0,1,1,0,3,15,2,36,2,16,6,0,1,0,5,0,1,1,7,4,8,22,3,2,2,7,11,1,0,1,1,7,3,5,9,2,1
ENSG00000005436,929,639,457,481,941,518,745,494,755,564,552,651,558,355,1088,367,664,751,358,409,1325,394,620,391,1305,402,1088,483,816,353,868,522,1313,581,1054,423,1423,523,917,367,1062,615,1070,414
ENSG00000005448,373,177,230,113,399,173,156,77,352,185,182,90,88,91,383,53,128,137,115,100,350,123,401,114,122,61,162,123,242,60,133,129,295,158,311,101,502,166,172,127,410,212,90,55
ENSG00000005469,372,825,1138,1634,217,370,492,1843,591,1515,494,1381,1119,972,760,790,754,1230,1003,343,402,1202,457,1646,654,712,1005,1394,468,660,953,890,1087,869,477,744,739,2184,934,398,754,2299,1236,746
ENSG00000005471,73,156,32,92,57,49,9,72,80,76,71,85,73,68,38,73,81,122,44,41,21,66,18,73,26,38,72,108,204,26,65,66,94,92,46,65,181,95,43,46,59,63,39,59
ENSG00000005483,3016,6112,3186,4786,4582,971,2511,5116,4312,3723,3597,6598,2942,3356,4277,4990,2344,3038,3186,3534,1601,2889,1191,5616,2007,2276,3634,4204,2652,2123,3858,3110,5076,4784,5814,4657,2168,4490,2496,3361,2816,6135,3893,3154
ENSG00000005486,1381,1783,1652,1532,2276,2489,1354,1973,1000,1791,1573,2422,1735,2539,1920,2021,1348,1579,1322,1539,720,1004,1786,2061,1318,1593,2342,1919,1065,1613,1525,1436,1989,1863,3615,2978,2149,1613,1386,1871,1908,2268,1937,1327
ENSG00000005513,1,108,14,42,19,0,25,49,19,41,8,76,4,15,5,88,5,134,2,120,1,66,1,23,49,122,175,67,41,9,35,165,19,147,2,77,73,14,1,233,9,36,2,33
ENSG00000005700,5287,4570,3640,5244,5112,2694,3424,3707,3958,2917,4855,4370,8076,7522,7598,3138,3388,3801,2216,2074,3824,3469,1613,3540,3509,4168,6065,2652,4370,8513,6893,3714,5501,3567,4245,3499,4490,3738,3427,1239,5380,3877,5336,2977
ENSG00000005801,2037,1388,1277,867,2570,1081,1212,862,4457,854,1513,877,952,736,1998,1018,1656,940,1344,610,2647,989,1419,916,1676,671,2249,1007,2740,805,1159,768,3621,1054,1882,835,2988,1344,1700,748,1034,1107,2073,692
ENSG00000005810,3549,2503,2670,1581,3128,742,4052,1349,2992,1894,3726,1538,1406,820,2109,1208,1815,1794,1705,1280,3498,1437,627,1122,2427,811,3562,1863,2712,873,2090,1812,3186,2490,4479,2231,2782,1789,1984,2213,2769,1860,4373,948
ENSG00000005812,2796,2982,2422,2277,2227,2362,1171,3779,2205,2510,2142,4067,1979,2044,1816,2275,1404,2579,1481,2699,3343,1912,1068,3691,1868,1717,3203,3535,2982,2290,1523,1637,1984,2741,3294,4614,1868,2555,1245,1673,1513,3173,2557,2052
ENSG00000005844,161,769,189,351,1069,57,1415,365,603,486,443,328,383,328,53,325,38,372,347,352,95,359,51,460,44,152,264,660,168,169,49,244,193,506,78,592,525,536,95,1466,653,496,217,236
ENSG00000005882,622,1460,954,976,820,1397,217,1849,853,1689,566,1849,368,337,803,1247,422,923,616,1118,496,819,500,1404,313,414,1110,1133,334,411,1020,705,1180,1601,972,1494,576,1086,441,472,412,1479,861,933
ENSG00000005884,4076,8067,5139,5571,2846,1579,1311,7612,3354,5367,3484,9671,4824,7371,4489,7192,1543,3543,2145,6123,1951,4090,966,7138,1615,3880,4647,7214,3185,5566,4180,4354,8898,6572,1835,9575,1849,5721,1101,2965,5311,8602,2470,5508
ENSG00000005889,1243,1239,857,750,1301,442,1291,1557,1256,1130,1383,1736,769,619,1216,984,1269,1015,1211,674,1245,1133,465,839,891,490,1524,1571,1620,1240,835,812,1450,1105,1758,1140,1283,831,1406,874,886,959,2203,1075
ENSG00000005893,10796,6968,8572,5494,6003,4751,6883,6785,7400,5597,5025,6851,5816,5540,7549,5427,9152,4679,10731,5129,9483,4772,5398,6589,7995,3818,7401,6068,5073,3492,5922,4654,7288,6018,20817,7733,11557,5325,8122,5556,5388,8126,10719,3924
ENSG00000005961,2,2,1,6,18,0,1,0,16,10,7,8,17,9,3,6,0,4,1,0,2,0,5,2,3,5,7,15,2,2,0,2,10,6,1,28,20,7,1,113,7,9,3,0
ENSG00000005981,5,2,2,1,7,5,0,3,1,6,9,3,1,1,14,1,31,2,4,1,0,4,4,1,7,2,9,4,17,2,52,1,20,10,1,3,16,5,5,0,187,5,3,1
ENSG00000006007,3815,7920,3949,6159,3875,5835,1652,7565,4724,5049,3885,7959,4570,9280,5183,5551,2331,5221,2121,3690,3883,3548,4074,7581,2851,5010,5349,5921,3296,4543,3816,5107,6048,4876,3258,8428,3624,6103,1792,2330,4450,7198,3529,3859
ENSG00000006015,1097,572,947,726,653,840,649,301,1550,707,754,534,429,402,781,535,614,860,491,484,1499,288,1930,532,764,413,794,579,623,185,478,382,2010,728,1251,993,2021,689,1013,1094,725,741,1045,295
ENSG00000006016,8,4,8,9,9,2,1,6,18,30,11,28,58,79,7,10,6,37,17,3,26,1,14,8,4,27,8,7,10,43,5,20,20,25,33,73,30,25,2,52,7,31,24,1
